0  5
0.35	0.00140	0.000220	0.000576
0.45	0.00290	0.000219	0.000184
0.55	0.00460	0.000229	0.000298
0.69	0.00750	0.000181	0.000482
0.89	0.01170	0.000217	0.000293
1.09	0.01680	0.000263	0.000420
1.38	0.02330	0.000241	0.000584
1.76	0.03380	0.000367	0.000846
2.21	0.04660	0.000568	0.001165
2.71	0.05850	0.000927	0.001463
3.21	0.06820	0.001499	0.001705
3.71	0.07330	0.002365	0.001832
4.38	0.06880	0.002968	0.001719
5.41	0.05180	0.005768	0.001296
6.75	0.03000	0.007799	0.000751
5  10
0.35	0.00220	0.000239	0.000883
0.45	0.00350	0.000238	0.000225
0.55	0.00510	0.000250	0.000326
0.69	0.00830	0.000198	0.000536
0.89	0.01360	0.000236	0.000339
1.09	0.01920	0.000286	0.000480
1.38	0.02670	0.000263	0.000668
1.76	0.03780	0.000401	0.000944
2.21	0.05250	0.000615	0.001314
2.71	0.06580	0.000997	0.001645
3.21	0.07480	0.001600	0.001870
3.71	0.07850	0.002502	0.001962
4.38	0.07790	0.003091	0.001947
5.41	0.05330	0.005909	0.001333
6.76	0.04200	0.007985	0.001050
10  15
0.35	0.00210	0.000270	0.000211
0.45	0.00370	0.000269	0.000173
0.55	0.00580	0.000282	0.000266
0.69	0.00910	0.000223	0.000417
0.89	0.01470	0.000267	0.000366
1.09	0.02120	0.000324	0.000529
1.38	0.02850	0.000298	0.000713
1.76	0.04060	0.000454	0.001015
2.21	0.05490	0.000692	0.001372
2.71	0.07000	0.001118	0.001749
3.21	0.07580	0.001782	0.001896
3.72	0.08450	0.002763	0.002113
4.38	0.07860	0.003378	0.001966
5.41	0.05500	0.006416	0.001375
6.75	0.03330	0.008607	0.000831
15  20
0.35	0.00220	0.000311	0.000221
0.45	0.00450	0.000311	0.000206
0.55	0.00660	0.000327	0.000303
0.69	0.01020	0.000259	0.000468
0.89	0.01570	0.000310	0.000392
1.09	0.02180	0.000376	0.000544
1.38	0.03110	0.000347	0.000779
1.76	0.04330	0.000528	0.001083
2.21	0.05860	0.000802	0.001465
2.71	0.07200	0.001291	0.001800
3.21	0.08210	0.002043	0.002053
3.72	0.07910	0.003143	0.001978
4.39	0.07850	0.003803	0.001963
5.41	0.04200	0.007132	0.001050
6.75	0.03580	0.009519	0.000896
20  25
0.35	0.00210	0.000355	0.000211
0.45	0.00350	0.000355	0.000160
0.55	0.00720	0.000374	0.000330
0.69	0.01130	0.000297	0.000523
0.89	0.01660	0.000356	0.000414
1.09	0.02410	0.000431	0.000603
1.38	0.03180	0.000400	0.000794
1.76	0.04430	0.000608	0.001108
2.21	0.05840	0.000920	0.001459
2.71	0.06980	0.001475	0.001745
3.21	0.07910	0.002323	0.001978
3.72	0.08080	0.003549	0.002021
4.39	0.07440	0.004268	0.001859
5.41	0.05520	0.007901	0.001381
6.75	0.05080	0.010469	0.001269
25  30
0.35	0.00290	0.000419	0.000296
0.45	0.00510	0.000420	0.000233
0.55	0.00740	0.000443	0.000343
0.69	0.01200	0.000352	0.000552
0.89	0.01850	0.000423	0.000463
1.09	0.02420	0.000513	0.000604
1.38	0.03470	0.000477	0.000868
1.76	0.04800	0.000727	0.001199
2.21	0.06380	0.001098	0.001594
2.71	0.07280	0.001753	0.001821
3.21	0.07790	0.002743	0.001947
3.72	0.08210	0.004165	0.002053
4.39	0.06310	0.004952	0.001578
5.42	0.03440	0.009062	0.000861
6.76	0.01680	0.011940	0.000419
30  35
0.35	0.00270	0.000498	0.000281
0.45	0.00390	0.000501	0.000179
0.55	0.00730	0.000530	0.000338
0.69	0.01170	0.000422	0.000541
0.89	0.01820	0.000508	0.000454
1.09	0.02510	0.000617	0.000627
1.38	0.03510	0.000576	0.000876
1.76	0.05030	0.000879	0.001257
2.21	0.06550	0.001324	0.001637
2.71	0.07160	0.002109	0.001790
3.21	0.08330	0.003281	0.002083
3.72	0.08380	0.004943	0.002095
4.39	0.06210	0.005810	0.001552
5.42	0.04780	0.010523	0.001195
6.75	0.01850	0.013800	0.000463
35  40
0.35	0.00300	0.000616	0.000307
0.45	0.00480	0.000622	0.000223
0.55	0.00790	0.000659	0.000366
0.69	0.01250	0.000526	0.000575
0.89	0.02040	0.000636	0.000509
1.09	0.02610	0.000774	0.000652
1.38	0.03570	0.000725	0.000894
1.76	0.05060	0.001108	0.001265
2.21	0.06350	0.001666	0.001588
2.71	0.07480	0.002646	0.001869
3.22	0.07540	0.004096	0.001886
3.72	0.06830	0.006124	0.001708
4.39	0.06510	0.007131	0.001627
5.42	0.05890	0.012816	0.001472
6.75	0.05280	0.016830	0.001320
40  50
0.35	0.00190	0.000637	0.000210
0.45	0.00470	0.000645	0.000306
0.55	0.00770	0.000686	0.000503
0.69	0.01280	0.000551	0.000830
0.89	0.02200	0.000670	0.001149
1.09	0.02730	0.000819	0.001424
1.38	0.03790	0.000772	0.001978
1.76	0.05260	0.001184	0.002748
2.21	0.06240	0.001777	0.003255
2.71	0.07300	0.002808	0.003809
3.22	0.07780	0.004310	0.004062
3.72	0.06590	0.006371	0.003438
4.40	0.05500	0.007322	0.002873
5.42	0.05250	0.012986	0.002742
6.76	0.05170	0.017013	0.002698
50  60
0.35	0.00270	0.001287	0.000298
0.45	0.00470	0.001314	0.000306
0.55	0.00630	0.001406	0.000407
0.69	0.01250	0.001138	0.000812
0.89	0.02180	0.001394	0.001140
1.09	0.02620	0.001717	0.001368
1.38	0.03490	0.001631	0.001822
1.76	0.05350	0.002514	0.002792
2.21	0.05740	0.003760	0.002995
2.71	0.05060	0.005895	0.002641
3.22	0.07330	0.008943	0.003826
3.72	0.06790	0.013021	0.003544
4.40	0.03970	0.014729	0.002071
5.42	0.04200	0.025756	0.002193
6.75	0.03880	0.033373	0.002027
