0  5
0.35	-0.00017	0.000246	0.000004
0.45	-0.00008	0.000245	0.000002
0.55	-0.00012	0.000257	0.000002
0.69	-0.00072	0.000203	0.000011
0.89	-0.00025	0.000243	0.000004
1.09	-0.00012	0.000294	0.000002
1.38	-0.00110	0.000270	0.000016
1.76	-0.00103	0.000412	0.000015
2.21	-0.00187	0.000631	0.000028
2.71	-0.00198	0.001024	0.000030
3.21	-0.00208	0.001643	0.000031
3.71	-0.00497	0.002571	0.000075
4.38	-0.00518	0.003176	0.000078
5.41	-0.01463	0.006082	0.000219
6.76	-0.00440	0.008182	0.000066
5  10
0.35	-0.00017	0.000246	0.000004
0.45	0.00008	0.000245	0.000002
0.55	-0.00012	0.000257	0.000002
0.69	0.00072	0.000203	0.000011
0.89	0.00025	0.000243	0.000004
1.09	-0.00012	0.000294	0.000002
1.38	0.00110	0.000270	0.000016
1.76	0.00103	0.000412	0.000015
2.21	0.00187	0.000631	0.000028
2.71	0.00198	0.001024	0.000030
3.21	0.00208	0.001643	0.000031
3.71	0.00497	0.002571	0.000075
4.38	0.00518	0.003176	0.000078
5.41	0.01463	0.006082	0.000219
6.76	-0.00440	0.008182	0.000066
10  15
0.35	0.00029	0.000201	0.000004
0.45	0.00019	0.000201	0.000003
0.55	0.00064	0.000211	0.000010
0.69	0.00048	0.000167	0.000007
0.89	0.00019	0.000200	0.000003
1.09	0.00049	0.000242	0.000007
1.38	0.00089	0.000223	0.000013
1.76	0.00208	0.000339	0.000031
2.21	0.00362	0.000516	0.000054
2.71	0.00268	0.000834	0.000040
3.21	0.00384	0.001329	0.000058
3.72	0.00373	0.002059	0.000056
4.38	0.00476	0.002519	0.000071
5.41	-0.00399	0.004779	0.000060
6.75	0.00123	0.006417	0.000018
15  20
0.35	0.00015	0.000195	0.000002
0.45	0.00009	0.000195	0.000001
0.55	-0.00024	0.000205	0.000004
0.69	0.00033	0.000162	0.000005
0.89	0.00061	0.000194	0.000009
1.09	0.00137	0.000235	0.000021
1.38	0.00163	0.000217	0.000024
1.76	0.00290	0.000331	0.000043
2.21	0.00471	0.000502	0.000071
2.71	0.00499	0.000808	0.000075
3.21	0.00542	0.001279	0.000081
3.72	0.00773	0.001968	0.000116
4.39	0.00550	0.002382	0.000082
5.41	0.00280	0.004466	0.000042
6.75	-0.00443	0.005955	0.000067
20  25
0.35	-0.00004	0.000208	0.000001
0.45	0.00027	0.000208	0.000004
0.55	-0.00009	0.000219	0.000001
0.69	0.00085	0.000173	0.000013
0.89	0.00049	0.000208	0.000007
1.09	0.00157	0.000252	0.000024
1.38	0.00223	0.000234	0.000033
1.76	0.00336	0.000356	0.000050
2.21	0.00530	0.000538	0.000079
2.71	0.00603	0.000862	0.000090
3.21	0.00588	0.001358	0.000088
3.72	0.00361	0.002076	0.000054
4.39	0.01081	0.002494	0.000162
5.41	0.00180	0.004619	0.000027
6.75	0.00326	0.006122	0.000049
25  30
0.35	0.00033	0.000233	0.000005
0.45	-0.00019	0.000234	0.000003
0.55	-0.00000	0.000246	0.000000
0.69	0.00116	0.000196	0.000017
0.89	0.00143	0.000235	0.000021
1.09	0.00196	0.000285	0.000029
1.38	0.00260	0.000265	0.000039
1.76	0.00409	0.000404	0.000061
2.21	0.00638	0.000610	0.000096
2.71	0.00961	0.000974	0.000144
3.21	0.00894	0.001524	0.000134
3.72	0.00964	0.002311	0.000145
4.39	0.00893	0.002750	0.000134
5.42	0.01147	0.005036	0.000172
6.76	-0.00010	0.006640	0.000002
30  35
0.35	0.00020	0.000274	0.000003
0.45	0.00006	0.000275	0.000001
0.55	0.00046	0.000291	0.000007
0.69	0.00116	0.000232	0.000017
0.89	0.00190	0.000279	0.000029
1.09	0.00322	0.000339	0.000048
1.38	0.00295	0.000316	0.000044
1.76	0.00533	0.000483	0.000080
2.21	0.00748	0.000727	0.000112
2.71	0.00905	0.001158	0.000136
3.21	0.01072	0.001801	0.000161
3.72	0.00592	0.002713	0.000089
4.39	0.00792	0.003189	0.000119
5.42	0.00552	0.005792	0.000083
6.75	-0.00191	0.007591	0.000029
35  40
0.35	-0.00003	0.000334	0.000000
0.45	0.00024	0.000337	0.000004
0.55	0.00017	0.000356	0.000003
0.69	0.00077	0.000285	0.000012
0.89	0.00141	0.000344	0.000021
1.09	0.00298	0.000419	0.000045
1.38	0.00322	0.000392	0.000048
1.76	0.00616	0.000600	0.000092
2.21	0.00873	0.000902	0.000131
2.71	0.01190	0.001432	0.000178
3.22	0.01077	0.002213	0.000162
3.72	0.00650	0.003311	0.000098
4.39	0.01277	0.003856	0.000192
5.42	0.00810	0.006952	0.000121
6.75	0.00540	0.009160	0.000081
40  50
0.35	-0.00001	0.000356	0.000000
0.45	0.00023	0.000361	0.000003
0.55	0.00071	0.000384	0.000011
0.69	0.00155	0.000308	0.000023
0.89	0.00174	0.000374	0.000026
1.09	0.00248	0.000458	0.000037
1.38	0.00383	0.000432	0.000057
1.76	0.00715	0.000662	0.000107
2.21	0.00889	0.000993	0.000133
2.71	0.00947	0.001570	0.000142
3.22	0.01261	0.002408	0.000189
3.72	0.00557	0.003564	0.000084
4.40	0.00920	0.004098	0.000138
5.42	-0.00497	0.007256	0.000075
6.76	0.00203	0.009514	0.000030
