0  5
0.35	-0.00017	0.000216	0.000004
0.45	0.00037	0.000215	0.000008
0.55	0.00041	0.000225	0.000006
0.69	0.00116	0.000178	0.000017
0.89	0.00201	0.000213	0.000030
1.09	0.00303	0.000258	0.000045
1.38	0.00370	0.000236	0.000056
1.76	0.00552	0.000361	0.000083
2.21	0.00742	0.000558	0.000111
2.71	0.00820	0.000910	0.000123
3.21	0.00938	0.001474	0.000141
3.71	0.01208	0.002323	0.000181
4.38	0.01646	0.002918	0.000247
5.41	0.00390	0.005667	0.000058
6.75	0.01246	0.007670	0.000187
5  10
0.35	0.00055	0.000142	0.000013
0.45	0.00112	0.000141	0.000026
0.55	0.00182	0.000148	0.000027
0.69	0.00288	0.000117	0.000043
0.89	0.00456	0.000140	0.000068
1.09	0.00586	0.000170	0.000088
1.38	0.00783	0.000156	0.000117
1.76	0.01080	0.000237	0.000162
2.21	0.01524	0.000364	0.000229
2.71	0.01800	0.000591	0.000270
3.21	0.02105	0.000948	0.000316
3.71	0.02041	0.001482	0.000306
4.38	0.02152	0.001833	0.000323
5.41	0.02218	0.003508	0.000333
6.76	0.01425	0.004723	0.000214
10  15
0.35	0.00104	0.000127	0.000016
0.45	0.00189	0.000127	0.000028
0.55	0.00243	0.000133	0.000036
0.69	0.00383	0.000105	0.000057
0.89	0.00585	0.000126	0.000088
1.09	0.00806	0.000153	0.000121
1.38	0.01107	0.000141	0.000166
1.76	0.01511	0.000214	0.000227
2.21	0.01935	0.000326	0.000290
2.71	0.02406	0.000527	0.000361
3.21	0.02705	0.000840	0.000406
3.72	0.02855	0.001303	0.000428
4.38	0.02170	0.001593	0.000325
5.41	0.01283	0.003021	0.000192
6.75	0.00935	0.004044	0.000140
15  20
0.35	0.00121	0.000129	0.000018
0.45	0.00233	0.000129	0.000035
0.55	0.00340	0.000135	0.000051
0.69	0.00501	0.000107	0.000075
0.89	0.00757	0.000128	0.000114
1.09	0.01024	0.000155	0.000154
1.38	0.01399	0.000144	0.000210
1.76	0.01894	0.000218	0.000284
2.21	0.02465	0.000332	0.000370
2.71	0.02958	0.000534	0.000444
3.21	0.03219	0.000845	0.000483
3.72	0.03665	0.001300	0.000550
4.39	0.02890	0.001571	0.000434
5.41	0.02843	0.002955	0.000427
6.75	0.01454	0.003941	0.000218
20  25
0.35	0.00160	0.000139	0.000024
0.45	0.00233	0.000139	0.000035
0.55	0.00420	0.000146	0.000063
0.69	0.00633	0.000116	0.000095
0.89	0.00950	0.000139	0.000143
1.09	0.01280	0.000169	0.000192
1.38	0.01748	0.000156	0.000262
1.76	0.02354	0.000238	0.000353
2.21	0.02986	0.000360	0.000448
2.71	0.03570	0.000576	0.000535
3.21	0.03897	0.000908	0.000585
3.72	0.04069	0.001387	0.000610
4.39	0.03382	0.001666	0.000507
5.41	0.02305	0.003082	0.000346
6.75	0.01460	0.004091	0.000219
25  30
0.35	0.00172	0.000154	0.000026
0.45	0.00336	0.000155	0.000050
0.55	0.00495	0.000163	0.000074
0.69	0.00775	0.000130	0.000116
0.89	0.01138	0.000156	0.000171
1.09	0.01548	0.000189	0.000232
1.38	0.02093	0.000176	0.000314
1.76	0.02818	0.000268	0.000423
2.21	0.03563	0.000405	0.000534
2.71	0.04332	0.000647	0.000650
3.21	0.04463	0.001011	0.000669
3.72	0.04709	0.001535	0.000706
4.39	0.03666	0.001826	0.000550
5.42	0.02342	0.003342	0.000351
6.76	0.02211	0.004402	0.000332
30  35
0.35	0.00196	0.000178	0.000029
0.45	0.00337	0.000178	0.000051
0.55	0.00586	0.000189	0.000088
0.69	0.00868	0.000150	0.000130
0.89	0.01314	0.000181	0.000197
1.09	0.01792	0.000220	0.000269
1.38	0.02378	0.000205	0.000357
1.76	0.03216	0.000313	0.000482
2.21	0.04067	0.000471	0.000610
2.71	0.04789	0.000751	0.000718
3.21	0.04959	0.001169	0.000744
3.72	0.04692	0.001761	0.000704
4.39	0.03945	0.002070	0.000592
5.42	0.03212	0.003757	0.000482
6.75	0.02040	0.004933	0.000306
35  40
0.35	0.00235	0.000210	0.000035
0.45	0.00422	0.000211	0.000063
0.55	0.00622	0.000224	0.000093
0.69	0.00991	0.000179	0.000149
0.89	0.01462	0.000216	0.000219
1.09	0.01949	0.000263	0.000292
1.38	0.02601	0.000246	0.000390
1.76	0.03545	0.000377	0.000532
2.21	0.04346	0.000567	0.000652
2.71	0.04972	0.000900	0.000746
3.22	0.05535	0.001393	0.000830
3.72	0.04856	0.002084	0.000728
4.39	0.04155	0.002424	0.000623
5.42	0.02709	0.004358	0.000406
6.75	0.01823	0.005719	0.000273
40  50
0.35	0.00282	0.000205	0.000042
0.45	0.00424	0.000208	0.000064
0.55	0.00707	0.000221	0.000106
0.69	0.01055	0.000178	0.000158
0.89	0.01612	0.000216	0.000242
1.09	0.02176	0.000264	0.000326
1.38	0.02892	0.000249	0.000434
1.76	0.03799	0.000382	0.000570
2.21	0.04655	0.000574	0.000698
2.71	0.05222	0.000906	0.000783
3.22	0.05306	0.001392	0.000796
3.72	0.04920	0.002057	0.000738
4.40	0.04380	0.002365	0.000657
5.42	0.03224	0.004188	0.000484
6.76	0.02033	0.005483	0.000305
50  60
0.35	0.00200	0.000388	0.000030
0.45	0.00537	0.000396	0.000080
0.55	0.00764	0.000424	0.000115
0.69	0.01069	0.000343	0.000160
0.89	0.01724	0.000420	0.000259
1.09	0.02209	0.000518	0.000331
1.38	0.03018	0.000491	0.000453
1.76	0.03855	0.000758	0.000578
2.21	0.04567	0.001134	0.000685
2.71	0.04748	0.001777	0.000712
3.22	0.04797	0.002698	0.000720
3.72	0.04500	0.003938	0.000675
4.40	0.04267	0.004441	0.000640
5.42	0.02718	0.007758	0.000408
6.75	0.04134	0.010072	0.000620
60  70
0.35	0.00140	0.001018	0.000021
0.45	0.00490	0.001050	0.000074
0.55	0.00703	0.001133	0.000105
0.69	0.01016	0.000926	0.000152
0.89	0.01684	0.001146	0.000253
1.09	0.02184	0.001424	0.000328
1.38	0.02813	0.001363	0.000422
1.76	0.03339	0.002112	0.000501
2.21	0.03619	0.003144	0.000543
2.72	0.04476	0.004887	0.000671
3.22	0.03341	0.007310	0.000501
3.72	0.03029	0.010545	0.000454
4.40	0.03982	0.011793	0.000597
5.42	0.05894	0.020284	0.000884
6.74	0.02055	0.026370	0.000308
