25.1112	0.0431042	0.00986057	0.00201565
34.4855	0.0324969	0.0391865	0.00417043
44.3172	0.0418126	0.00316288	0.00218993
54.3071	0.0444895	0.00189368	0.0018475
64.7081	0.0442154	0.0015085	0.00137412
75.5709	0.0453249	0.00100826	0.000572101
84.9926	0.0453515	0.00080058	0.00055611
95.5123	0.0458448	0.000674033	0.000532726
105.535	0.0463226	0.000575607	0.000516772
115.563	0.0467254	0.000532467	0.000493609
125.898	0.0474582	0.00049843	0.000453171
136.175	0.0478885	0.000484201	0.000235052
151.622	0.0476052	0.000360576	0.00018736
172.93	0.0489004	0.0003492	0.000242134
193.206	0.0491444	0.000356649	0.000248273
215.085	0.048915	0.000403421	0.000277117
236.386	0.048251	0.000447731	0.000420493
256.251	0.0488366	0.000434569	0.000405793
278.646	0.0482733	0.000427077	0.00041992
296.079	0.0478118	0.000603837	0.00043198
319.915	0.0468305	0.00102423	0.000459178
350.812	0.0444393	0.00288055	0.000547831
385.355	0.0368342	0.0465728	0.00103255
