14.8268	0.0518153	0.000496171	0.000565304
25.8529	0.0515224	0.000318654	0.000494245
36.9691	0.0527939	0.000236737	0.000482567
48.1722	0.0531788	0.000197378	0.000478086
59.4351	0.0550646	0.000171308	0.000460157
70.7459	0.0567083	0.000157701	0.00046104
82.0759	0.0582102	0.000151968	0.000451713
93.4409	0.0594276	0.000152491	0.000447717
104.828	0.0606127	0.000158182	0.000459396
121.004	0.0618528	0.000121909	0.000465518
143.68	0.0636895	0.000125101	0.000459657
170.083	0.0654098	0.000127095	0.000452384
203.744	0.0664856	0.000146983	0.00050952
237.897	0.0675966	0.000122826	0.000507062
273.472	0.0681697	0.000141582	0.000508089
319.771	0.0683875	0.000188294	0.000511121
376.757	0.0680944	0.00114879	0.000506552
